response,answer,table_id,key,question
"Dipak Chandra Sarkar won the election in Cooch Behar North twice, in the years 2001 and 2006.",Dipak Chandra Sarkar of Forward Bloc defeated Mihir Goswami of Congress in the 2001 Cooch Behar Uttar and the 2006 election.,totto_source/train_json/example-95.json,7796,How many times did Dipak Chandra Sarkar win the election in Cooch Behar North?
Renner has been nominated for Academy Awards for the films The Hurt Locker and The Town.,Renner earned two Academy Award nominations for Best Actor and Best Supporting Actor for his roles in The Hurt Locker and The Town.,totto_source/train_json/example-3064.json,10765,For what films has Renner been nominated for Academy Awards?
Fyodor Yurchikhin has completed 9 spacewalks with a total time of 59 hours and 28 minutes.,"Yurchikhin has a cumulative spacewalk record of 59 hours, 28 minutes during his 9 spacewalks.",totto_source/dev_json/example-435.json,436,What has Fyodor Yurchikhin accomplished in the cumulative spacewalk?
"From 2006-2011, Luke Macfarlane starred as Scott ""Scotty"" Wandell in the TV series Brothers & Sisters. 
From 2015-present, Luke Macfarlane stars as RAC Agent D'avin Jaqobis in the TV series Killjoys.","Luke Macfarlane is known for his roles, Scotty Wandell in the Brothers & Sisters (2006–2011) and RAC Agent D'avin Jaqobis in the Killjoys (2015–present).",totto_source/train_json/example-4133.json,11834,What roles and movies did Luke Macfarlane star in 2006-2011 and 2015-present?
"The results of the 1935 Lightweight TT Race were as follows:
1. Republic of Ireland Stanley Woods (Moto Guzzi) with a speed of 71.56 mph (115.16 km/h) and a time of 3.41.29.0.
2. Republic of Ireland H. G. Tyrell Smith (Rudge) with a speed of 70.67 mph and a time of 3:44.17.0.
3. United Kingdom Ernie Nott (Rudge) with a speed of 69.37 mph and a time of 3:48.30.0.
4. United Kingdom S Wood (New Imperial) with a speed of 69.08 mph and a time of 3:49.27.0.
5. United Kingdom J Williams (Rudge) with a speed of 65.58 mph and a time of 4:01.42.0.
6. Republic of Ireland Charlie Manders (Excelsior) with a speed of 64.67 mph and a time of 4:05.06.0.
7. Nazi Germany Arthur Geiß (DKW) with a speed of 64.27 mph and a time of 4:06.36.0.
8. United Kingdom J G Burney (Moto Guzzi) with a speed of 63.32 mph and a time of 4:10.20.0.
9. United Kingdom L P Hill (Rudge) with a speed of 61.95 mph and a time of 4:15.51.0.
10. United Kingdom S V Smith (Excelsior) with a speed of 60.46 mph and a time of 4:22.10.0.","Stanley Woods appeared in 1935 Lightweight TT Race at speed of 71.56 mph (115.16 km/h) followed by Tyrell Smith and Ernie Nott, both riding for Rudge.",totto_source/train_json/example-369.json,8070,What were the results of the 1935 Lightweight TT Race?
"In 2002, Omari Hardwick played the role of Passenger in the song ""Say Yes"" by Floetry.","In 2002, Hardwick appeared in Floetry's ""Say Yes"" music video as Passenger.",totto_source/dev_json/example-1357.json,1358,What did Hardwick play in 2002?
"M-1 Challenge 28: Emelianenko vs. Malikov was held on November 12, 2011, at Star Centre in Astrakhan, Russia.","M-1 Challenge 28: Emelianenko vs. Malikov was held on November 12, 2011, at Star Centre in Astrakhan, Russia.",totto_source/dev_json/example-725.json,726,When and where was M-1 Challenge 28: Emelianenko vs. Malikov held?
The candidates in the Mayor of Hoboken runoff election were David Roberts and Carol Marsh.,"David Roberts and Carol Marsh were the candidates in a runoff election on June 14th, and Roberts won 5,761 votes to 4,239 votes.",totto_source/train_json/example-1529.json,9230,Who were the candidates in the Mayor of Hoboken runoff election?
"In 2004, Mahiedine Mekhissi-Benabbad achieved the following:
- 61st position in the Junior race at the World Cross Country Championships in Brussels, Belgium with a time of 27:08.
- 29th (h) position in the 3000m steeple event at the World Junior Championships in Grosseto, Italy with a time of 9:09.53.","Mekhissi-Benabbad made his first appearances as a junior athlete in 2004, running at the 2004 World Cross Country Championships, where he was 61st in the junior race, and participated in the 2004 World Junior Championships in the 3000 m steeplechase.",totto_source/train_json/example-5459.json,13160,What were the achievements of Mahiedine Mekhissi-Benabbad during the year 2004? 
"In 1915, Muljibhai Nayak played the role of Hanuman in the play ""Sati Sulochna"". In 1921, he played the role of Jankinath in the play ""Sati Manjari"".",Muljibhai Nayak played Badar in Sati Toral in 1915 and Jankinath in Sati Manjari in 1921.,totto_source/dev_json/example-917.json,918,Which roles did Muljibhai Nayak play in 1915 and 1921?
"Yes, Portia Doubleday starred in two short films: ""18"" in 2009 and ""In Between Days"" in 2010.","Portia Doubleday starred in the short film 18 (2009) as Becky, in the short film In Between Days (2010) as Lindley, and in the short film Howard Cantour.com (2012) as Dakota Zearing.",totto_source/train_json/example-1580.json,9281,Did Portia Doubleday star in any short films?
Paul Smith was a player for Sheffield United in the Third Division during the 1983-84 season.,"Paul Smith was playing for Sheffield United in 1983–84, as a part of the Third Division.",totto_source/train_json/example-13700.json,21401,In what club and in what division was Paul Smith a player in the 1983-84 season?
"Yes, Topher Grace appeared in the full films ""Valentine's Day"" and ""Predators"" in 2010.","In 2010, Grace appeared in Valentine's Day and played the character of Edwin in Predators.",totto_source/train_json/example-1904.json,9605,Did Topher Grace appear in any full films in 2010?
"Yes, Leonard Rossiter played roles in two TV series. He played Rigsby in ""Rising Damp"" from 1974 to 1980 and Reginald Perrin in ""The Fall and Rise of Reginald Perrin"" from 1976 to 1979.",Leonard Rossiter starred as Rigsby in the TV series Rising Damp from 1974 to 1980 and as Reginald Perrin in The Fall and Rise of Reginald Perrin from 1976 to 1979.,totto_source/dev_json/example-825.json,826,Did Leonard Rossiter ever play roles for TV series?
"Yes, Regina King won several awards for her role as Sharon Rivers in the film ""If Beale Street Could Talk."" She won the Academy Award for Best Supporting Actress, the Golden Globe Award for Best Supporting Actress - Motion Picture, and the Critics' Choice Movie Award for Best Supporting Actress.","Regina King won the Academy Award for Best Supporting Actress, the Golden Globe Award for Best Supporting Actress - Motion Picture, and the Critics' Choice Movie Award for Best Supporting Actress for her 2018 role of Sharon Rivers in the film If Beale Street Could Talk.",totto_source/train_json/example-1510.json,9211,Did Regina King win awards for any roles?
"In 2010, Tamsin Greig played the role of Beth Hardiment in the film ""Tamara Drewe"".",Tamsin Greig played the role of Beth Hardiment in the 2010 film Tamara Drewe.,totto_source/dev_json/example-541.json,542,What role did Tamsin Greig play in 2010?
The difference in seats between the Social Democratic Party and the Centre Party is 46.,The Centre Party won 102 of the 397 seats and the Social Democratic Party won 56.,totto_source/train_json/example-5541.json,13242,What is the difference of seats between the Social Democratic Party and the Centre Party?
"In 1977, director Philippe Monnier gave Gerard Hérold the role of Bill in the film ""Monsieur Papa,"" and director Robert Lamoureux gave him the role of Le commandant Gilles in the film ""The Seventh Company in the moonlight.""","In 1977, Philippe Monnier gave Gerard Hérold the role of 'Bill' in Monsieur Papa and then director Robert Lamoureux gave him the role of 'Commander Gilles' in The Seventh Company in the Moonlight in 1977.",totto_source/train_json/example-408.json,8109,Which film roles did directors Philippe Monnier and Robert Lamoureux give to Gerard Hérold in 1977?
"Sandaime J Soul Brothers' second studio album is called ""Tribal Soul"" and it was released in 2011.","Sandaime J Soul Brothers' second studio album, Tribal Soul, was released in 2011.",totto_source/train_json/example-586.json,8287,What is Sandaime J Soul Brothers' second studio album and when was it released?
"Between 1980 and 1982, Kevin Peter Hall starred in the movies ""Without Warning"" (1980) and ""One Dark Night"" (1982).","Kevin Peter Hall appeared as the alien in the 1980 film Without Warning, Eddie in the 1982 movie One Dark Night, and as Gorvil in the 1982 movie Mazes and Monsters.",totto_source/train_json/example-2102.json,9803,Which movies has Kevin Peter Hall starred in between 1980 and 1982?
"In 2000, Francisca Gavilán acted in the film ""Monos con navaja"" as Simone. In 2010, she acted in the film ""Ulysses"" as Flavia. In 2011, she acted in the film ""Violeta Went to Heaven"" as Violeta Parra.","Francisca Gavilán acted in the films Monos con navaja in 2000, Ulysses in 2010, and in 2011 she played the role of Violeta Parra in Violeta Went to Heaven.",totto_source/train_json/example-3759.json,11460,"Which films did Francisca Gavilán act in 2000, 2010 and 2011?"
"In the 1913 Portuguese legislative election, the Democratic Party received 68 seats in the Chamber of Deputies and 24 seats in the Senate.","The result was a victory for the Democratic Party, which won 68 of the 153 seats in the Chamber of Deputies, and 24 of the 71 seats in the Senate.",totto_source/train_json/example-4842.json,12543,What was the results of the 1913 Portuguese legislative election for the democratic party?
"In the 2009 election, Biju Janata Dal candidate Rabi Narayan Pani defeated Bharatiya Janata Party candidate Dharmendra Pradhan with a margin of 5,467 votes.","In 2009 election, Biju Janata Dal candidate Rabi Narayan Pani defeated Bharatiya Janata Party candidate Dharmendra Pradhan by a margin of 5,467 votes.",totto_source/train_json/example-6410.json,14111,What margin of votes did Biju Janata Dal candidate Rabi Narayan Pani defeated Bharatiya Janata Party candidate Dharmendra Pradhan in 2009 election?
Before the toll plaza in the Chickasaw Turnpike is the location in Murray and after the toll plaza is Dolberg Road - Roff in Pontotoc.,"In the Chickasaw Turnpike, the toll plaza is in between the US-177 and Roff.",totto_source/train_json/example-9386.json,17087,What landmarks come before and after the toll plaza in the Chickasaw Turnpike?
"The single ""Lofty"" by Lil Debbie was released in 2015.","In 2015, Debbie released the single ""Lofty"" of Colt 45.",totto_source/dev_json/example-2284.json,2285,"When was the single ""Lofty"" released?"
"During 1994-1995, Suzy Amis Cameron appeared in the films Blown Away (1994) and Nadja (1994).","Suzy Amis Cameron appeared in Blown Away (1994), The Usual Suspects (1995) and Nadja (1994).",totto_source/train_json/example-2153.json,9854,Which films did Cameron appear in during 1994-1995?
John Findlay died in 1917 and Taare Parata died in 1918.,"In the 1917 by-elections John Findlay won on Hawkes Bay, and Taare Parata died in 1918.",totto_source/train_json/example-7408.json,15109,What happened to John Findlay and Taare Parata and when did it happen?
Jimmie Ölvestad appeared in 111 NHL games with the Tampa Bay Lightning.,Jimmie Ölvestad appeared in 111 NHL games with Lightning.,totto_source/train_json/example-13110.json,20811,How many NHL games did Jimmie Ölvestad appear in with Lightning?
